SATKER;TGL_DIFF;UP;PAGU;REALISASI;PAGU52;REAL52;PAGU53;REAL53;REALGUP
650829;6;22000000;11329738000;7433103382;1078933000;559684500;0;0;18604000
408816;8;9000000;315000000;219814500;315000000;219814500;0;0;7170000
683589;8;60000000;18405787000;12085351116;13842184000;9130578565;0;0;59959767
418509;10;33000000;33956654000;16770924415;2369362000;1243813000;258650000;248155000;33000000
401909;10;39600000;5094169000;2831225365;1384192000;692152973;10000000;10000000;36915968
408813;10;36000000;1151828000;526840249;1151828000;526840249;0;0;25766700
437106;6;48000000;10114818000;3821261896;1901010000;937396918;4206393000;421212900;46812000
426050;24;36800000;6686953000;3639627695;897172000;404910000;111210000;108210000;36800000
574352;25;8000000;1660611000;886779274;569154000;260613000;28000000;28000000;8000000
309374;11;7000000;6220190000;3174630435;1022752000;444932300;73210000;69000000;7000000
650113;30;19800000;4517989000;2265231423;900035000;450806862;19500000;19468000;16640855
641635;6;600000000;1,82192E+11;1,12528E+11;47933482000;23800819424;0;0;511689000
406402;1;30000000;9523262000;5786865308;5442466000;3193107308;0;0;29735807
641478;15;20000000;18726457000;6439853615;10093786000;1049188000;0;0;14472500
527940;15;30000000;1617258000;837392623;1158194000;639014623;0;0;25932000
401909;16;39600000;5094169000;2831225365;1384192000;692152973;10000000;10000000;35557187
352638;16;300000000;24745086000;19905662759;8199685000;3140554039;0;0;195685000
7212;15;39000000;5254068000;2978295124;1704523000;547629347;7000000;0;36570000
111905;21;3000000;6625054000;3924848455;279580000;140890000;36000000;35850000;3000000
561204;28;60000000;4057077000;2191407767;3158450000;1395899416;0;0;38766195
641677;7;300000000;75086458000;39912737130;18916054000;9561809119;776608000;481273891;292476184
402273;8;42000000;4938056000;2600145370;1310360000;675725546;10000000;10000000;41799425
406441;16;30000000;5419657000;3167042380;3163337000;1738913987;0;0;29775684
653700;9;48000000;13229759000;6360762199;4107610000;1443003664;0;0;45640708
7186;9;18000000;8383238000;4567583772;1627948000;810480852;7000000;0;17962167
424214;10;60000000;9236035000;6024099966;1332846000;681321500;193000000;120643000;59958000
567481;13;84800000;7522079000;4027816538;3474679000;1662761948;0;0;53049981
98970;7;40000000;6857603000;4279822186;2040923000;1321102522;114000000;79238000;27149236
418456;8;10000000;2257030000;1303109450;794587000;436132669;32000000;29453850;9870783
440559;8;2000000;571233000;351392198;142150000;70071500;0;0;1468000
418380;24;21900000;9470931000;6020433089;1729654000;643414800;99500000;50000000;21900000
641478;21;20000000;18726457000;6439853615;10093786000;1049188000;0;0;11485000
238542;3;120000000;32786632000;15864984843;12286632000;4584907626;690000000;127441776;110437623
98991;3;30000000;5619549000;3153508449;1339370000;879118164;181500000;181325000;23770290
679499;7;90000000;28999042000;17273609839;15288122000;7979182335;0;0;48434200
119039;7;6700000;303550000;163875200;303550000;163875200;0;0;6680000
98959;3;30000000;5818674000;3354053795;1715295000;751432948;111000000;77500000;29983900
641642;7;400000000;71436952000;43720890118;21787543000;11597314457;0;0;350454400
667236;8;60000000;9016895000;5998999941;5720540000;3719459314;0;0;59570000
400944;7;60000000;8749455000;4696853575;5249427000;2901068378;99028000;67289000;32382000
641571;7;33000000;98712647000;36255128982;62870634000;25915364574;30227700000;7155747775;29564500
111805;11;20000000;4328742000;2508264536;594285000;266524000;61000000;59524000;19550000
401909;14;39600000;5094169000;2831225365;1384192000;692152973;10000000;10000000;35244097
410574;11;120000000;12933145000;7153145110;6165714000;3691440715;284993000;0;110652935
574370;15;15000000;2105071000;1067596367;697278000;325588000;58800000;33000000;15000000
672969;7;20000000;3967705000;2307741360;1405737000;869564696;87500000;84250000;18040253
641499;6;120000000;24527803000;14943871387;12320657000;6757068900;125000000;124500000;108960000
440505;21;1800000;163554000;75155508;43450000;22350000;0;0;1650000
536726;21;50000000;4597383000;3059732881;1328442000;624931400;0;0;46101900
632009;21;30000000;2278249000;1626543031;1619744000;852839263;100000000;99166000;30000000
652212;21;39000000;4140444000;2740718688;2002774000;1288641455;0;0;38926000
428242;29;60000000;9962056000;5645302898;6750333000;3420664983;0;0;36190000
418487;37;17000000;2547756000;1478660618;766396000;389460000;32000000;31750000;17000000
597502;1;4000000;1468816000;711318644;525435000;238956000;24165000;15665000;4000000
431158;9;30000000;9763596000;3179806205;7887574000;1968398203;120292000;17494250;19596900
7151;14;60000000;9878070000;6352540303;2424734000;1765731509;7000000;7000000;59977075
667215;16;36000000;5638916000;3734514454;3291859000;1989897346;0;0;29457630
119037;17;17000000;954102000;357655501;954102000;357655501;0;0;16939000
622372;10;150000000;16209129000;8260051862;7439281000;3977119627;1600000000;450167554;104336298
406457;9;36000000;15243806000;9230095089;11168219000;6598239134;0;0;36000000
428289;10;51000000;8434481000;5415016695;5307780000;3347123603;0;0;27526150
683593;13;57000000;15395191000;8407302354;11083905000;5438426266;0;0;56912200
506126;14;60000000;1234115000;649161160;1234115000;649161160;0;0;41481100
654872;16;300000000;36420431000;23545960499;12070614000;6389938032;0;0;151562000
111079;15;50000000;1580686000;648131331;1570236000;637681331;10450000;10450000;25269133
119130;26;100000000;4538120000;1211355040;4538120000;1211355040;0;0;54090000
352638;14;300000000;24745086000;19905662759;8199685000;3140554039;0;0;274447323
119072;13;140000000;3976544000;1140732250;3976544000;1140732250;0;0;7419500
431164;13;30000000;9610679000;3449667358;7658102000;2324548819;34722000;21232000;29636700
653271;14;33000000;1716532000;981563477;634579000;334354919;95000000;94765000;32991942
406381;14;48000000;14388787000;7831208095;9097740000;4439650999;0;0;47997901
683589;8;60000000;18405787000;12085351116;13842184000;9130578565;0;0;59814500
99229;9;24000000;390180000;224209900;390180000;224209900;0;0;17144500
666504;27;1200000;2445814000;1466597034;215027000;177560000;0;0;1200000
678363;22;21000000;6025078000;3314801729;2787154000;1274360700;0;0;18250000
672969;13;20000000;3967705000;2307741360;1405737000;869564696;87500000;84250000;18280000
7123;7;30000000;7922868000;3912402734;1650412000;548595773;7000000;0;29111500
527975;21;20000000;1797436000;736885303;1149744000;596154303;445220000;45900000;18019560
418356;22;21000000;2640318000;1465956951;704564000;446356176;30000000;29364000;15398015
119040;23;4500000;183500000;107505800;183500000;107505800;0;0;3890000
418370;24;60000000;53769556000;36550089601;2533826000;1112181500;299480000;207494000;47595800
111910;29;21000000;5192721000;2627745590;3279949000;1714141760;1044893000;387202019;16461080
418368;30;12000000;4566397000;2432798628;887729000;494437431;782000000;350380937;6983815
424951;15;20000000;4489183000;2497267889;793848000;384192608;99000000;99000000;20000000
99226;20;30000000;617252000;345979920;617252000;345979920;0;0;29993200
641571;4;33000000;98712647000;36255128982;62870634000;25915364574;30227700000;7155747775;32920000
406472;28;40200000;7426480000;3845573800;4560693000;2327830270;0;0;40200000
418355;29;10200000;1528162000;901058906;516700000;373976349;0;0;7829600
119022;29;100000000;2371597000;899953584;2371597000;899953584;0;0;52548601
406494;27;45000000;9816496000;5450292230;5461321000;2802257227;0;0;44942000
656528;10;30000000;2798960000;1310827417;924315000;262866946;0;0;26846500
527975;14;20000000;1797436000;736885303;1149744000;596154303;445220000;45900000;17912780
665311;29;300000000;58075013000;34048655666;14820883000;7785106965;916164000;266611242;295607000
119002;65;30000000;305689000;132685550;305689000;132685550;0;0;21497200
7233;2;36000000;5334731000;3414744914;1478445000;578813159;7000000;7000000;35016533
553104;14;15000000;3204406000;1939964233;723404000;380689000;153000000;151000000;12917000
406539;21;120000000;8165172000;5473258598;3141555000;2200358525;0;0;120000000
7102;24;180000000;81935746000;41847289720;9377189000;2697363698;42000000;34900000;155393933
597558;27;15000000;1733771000;969557773;465470000;243758000;27200000;15000000;15000000
418527;21;1000000;697373000;312270797;178150000;87466300;0;0;625450
402242;28;60000000;12115493000;6271156153;1580832000;859220111;145000000;144500000;44193189
98963;28;60000000;5860182000;3266147268;1810026000;974570597;77500000;77150000;54162658
681510;30;3000000;448948000;139588723;158530000;76610000;0;0;3000000
656553;36;25000000;2843250000;1336574706;837895000;171754099;0;0;12823402
641698;7;300000000;50077448000;31365998485;14574164000;8589422910;0;0;299905000
350170;9;20000000;1663978000;1321713900;1663978000;1321713900;0;0;17784400
641677;10;300000000;75086458000;39912737130;18916054000;9561809119;776608000;481273891;299432500
677598;27;60000000;2,8151E+11;91636194117;62460118000;28290539234;1,52572E+11;22751235776;54340798
408816;34;9000000;315000000;219814500;315000000;219814500;0;0;5885000
410574;8;120000000;12933145000;7153145110;6165714000;3691440715;284993000;0;74339414
641698;6;300000000;50077448000;31365998485;14574164000;8589422910;0;0;300000000
350170;30;20000000;1663978000;1321713900;1663978000;1321713900;0;0;18570000
431111;31;75000000;18275103000;4942121262;15224959000;3230031768;132967000;26425500;69370294
416094;22;60000000;17312666000;9015693210;5558251000;2807652240;242555000;15636000;59932889
654886;6;300000000;75846139000;46610823617;19774735000;9836935243;0;0;262393800
401819;1;400000000;67143239000;32922725270;57078580000;27099430701;1250000000;49890000;242008481
418426;48;5000000;11677313000;6323018953;3063335000;1406686000;45500000;45470000;5000000
440504;30;28000000;17556699000;8489077080;1073876000;481965985;104020000;87800000;20557361
656553;35;25000000;2843250000;1336574706;837895000;171754099;0;0;13902860
666501;30;15000000;2054716000;1180024137;778466000;435664303;32000000;0;11576794
653701;14;15000000;23277185000;14308538247;325233000;137125600;36000000;33931000;14836000
413293;14;180000000;44302886000;21749905012;23607300000;10390626997;2591141000;1194936200;161444286
418523;15;18000000;10308977000;5092972338;1805790000;798298499;1750000000;497012300;17812367
656485;13;30000000;3766326000;1973693057;1118279000;306909408;199226000;0;15570000
641482;6;3608400;10971103000;6172771563;3457160000;1763869032;0;0;3608400
406432;15;30000000;10660867000;2793892361;2861957000;1075157110;5796300000;183401565;29982198
401819;12;400000000;67143239000;32922725270;57078580000;27099430701;1250000000;49890000;191452390
672969;13;20000000;3967705000;2307741360;1405737000;869564696;87500000;84250000;18781716
672952;14;18000000;5792448000;3330816176;1701068000;1077105507;77500000;0;15059900
426035;15;11865000;7507473000;4887711138;1266274000;679694384;160000000;150000000;11865000
597502;18;4000000;1468816000;711318644;525435000;238956000;24165000;15665000;4000000
418493;18;20000000;5708896000;2877676297;847208000;401486000;107000000;107000000;20000000
498092;20;51000000;1,2675E+11;21456548627;1750000000;666433827;1,25E+11;20790114800;50926500
672969;7;20000000;3967705000;2307741360;1405737000;869564696;87500000;84250000;19976201
119137;7;470000000;29462430000;9361416969;29462430000;9361416969;0;0;64530000
352639;8;300000000;28236181000;22099330468;8318106000;4981545550;0;0;210089300
401949;8;30000000;9669468000;6111115931;998644000;580701515;6210297000;4277485129;25521517
650829;2;22000000;11329738000;7433103382;1078933000;559684500;0;0;11400000
119006;13;10000000;382796000;111066808;382796000;111066808;0;0;9985000
449488;13;39000000;85667342000;49826983987;23741418000;11247204149;53511175000;33448594418;36447298
99231;13;20000000;354429000;170834797;354429000;170834797;0;0;18073785
406402;1;30000000;9523262000;5786865308;5442466000;3193107308;0;0;29981234
672969;7;20000000;3967705000;2307741360;1405737000;869564696;87500000;84250000;19122441
653108;22;30000000;3503481000;2084966847;1784125000;757601555;100000000;19242630;29969795
656600;19;21000000;2645913000;1333322588;814350000;221724645;0;0;12165000
406935;19;60000000;3,88384E+11;2,28035E+11;2000000000;1035104685;3,86384E+11;2,27E+11;51218500
7119;21;120000000;22362961000;12396144754;3188591000;1350151457;207000000;0;119995758
418431;8;24000000;5586592000;3356714638;1071662000;397553490;145350000;135325000;22500000
406375;12;150000000;24905476000;13835795726;17798052000;9491083070;0;0;149950801
7229;20;30000000;5199371000;3120129782;1466700000;562787000;7000000;0;24216000
7102;22;180000000;81935746000;41847289720;9377189000;2697363698;42000000;34900000;139841178
418896;29;18000000;1260214000;779607577;684778000;405352463;32000000;32000000;17945409
700147;16;90000000;16892484000;8307655651;4689105000;2169911917;50000000;47200000;87415226
403847;21;180000000;2,08432E+11;1,05192E+11;1,0469E+11;46409393786;82236741000;46959734972;155814236
418412;25;10000000;2851536000;1206562623;165750000;72001450;2519823000;1059290464;4708450
402236;26;120000000;12111955000;7709002401;3806393000;2404453920;127000000;116830000;60551656
418358;27;21000000;2153009000;1209619673;1461260000;844667745;0;0;10634900
428211;28;90000000;21486700000;12153060753;9418729000;3837908188;50000000;44760000;89999926
631118;29;48000000;2,53912E+11;1,15842E+11;1,77043E+11;57001491568;76868726000;58840801899;44254650
428258;27;50000000;5703154000;3824663034;3122175000;2078736463;0;0;49629366
682900;29;60000000;1898061000;939509504;1871561000;939509504;26500000;0;56831742
440553;29;10000000;28933263000;17163943015;652663000;303479000;111450000;111148000;10000000
656511;11;25200000;2919158000;1411976545;970241000;217826905;0;0;24565778
656549;11;24000000;3243423000;1839287387;926384000;263764312;0;0;13736560
402283;12;7000000;179194000;82554002;179194000;82554002;0;0;4500000
579213;14;300000000;29702590000;18763496924;19129915000;11643533997;610125000;323800000;188672995
670252;22;18000000;2933638000;1596727455;845077000;182835259;0;0;13045053
674416;22;20000000;2693296000;1199811599;491388000;217077500;55500000;40495000;19839500
419528;22;210000000;29435526000;12118165617;14605945000;4266642087;50000000;49062000;199789010
665292;12;393857200;59020973000;34290731262;17415837000;8190241796;0;0;272232500
613455;14;60000000;13411319000;5979161279;8189028000;3450179135;1537105000;521700000;33956835
99233;18;20000000;295828000;101421919;295828000;101421919;0;0;10144000
401943;7;34800000;26641067000;3302253044;1051444000;512088721;23538000000;1099117347;28435277
669062;13;24000000;10651294000;2719668882;8890877000;1843971570;120292000;5232000;23441000
418507;13;7000000;2163892000;1219435442;813776000;462143938;32000000;31925000;6999423
117134;34;30000000;6906992000;3219194346;6906992000;3219194346;0;0;29951797
681312;34;2211000;1845777000;1008244928;730747000;421837000;32050000;16000000;2211000
119078;29;24000000;662063000;208727322;662063000;208727322;0;0;16969000
662127;22;50000000;2734647000;1489362492;978242000;485752310;125000000;125000000;38839810
437092;26;51000000;6866891000;3933248068;1839768000;891971515;349818000;323018000;46383451
402242;16;60000000;12115493000;6271156153;1580832000;859220111;145000000;144500000;59563883
111714;20;300000000;43581925000;26547544567;13186783000;7056559554;0;0;245672000
418511;31;2900000;580042000;305031218;160850000;63468000;0;0;2900000
401944;6;30000000;29325014000;3238858460;1076688000;635524418;25475636000;880299093;19126730
98938;7;90000000;27638082000;17767097336;4059302000;2414218627;280000000;279000000;50463541
110100;7;400000000;1,77628E+11;77100017649;1,77628E+11;77100017649;0;0;385160500
424220;11;12000000;6709344000;4784043449;1413630000;669452373;243500000;232500000;10781000
678359;33;24000000;5465228000;3248211791;1638601000;786248000;0;0;18635000
621729;10;120000000;6890351000;2836410680;2792827000;1169862707;0;0;87265754
561541;22;90000000;10661579000;5486002291;3159928000;1336018942;351462000;0;61405716
418489;28;19900000;37428801000;20308266290;3747697000;1768104500;107500000;102972820;19900000
681508;28;6000000;6136586000;2344755701;1455290000;642465000;1750000000;102382850;2000000
675577;16;18000000;9888967000;1758960948;8308538000;1151477553;438152000;20600000;8626747
428242;19;60000000;9962056000;5645302898;6750333000;3420664983;0;0;59993427
418304;34;240000000;1,5944E+11;60790494477;51227421000;20107484296;1,04427E+11;38406842157;229771814
650128;26;7000000;16235542000;8028971674;540008000;258767753;75000000;47750000;6102827
119133;26;102000000;32323336000;2459927309;32323336000;2459927309;0;0;53339500
7296;27;60000000;10151885000;5553843121;2243977000;851705445;207000000;7000000;57256200
498591;33;60000000;2,88865E+11;76953014182;32822394000;17750874581;2,55793E+11;59202139601;59999813
406401;1;72000000;14625943000;7841315448;10753395000;5423057405;0;0;57215283
424239;1;18000000;5885015000;3653059353;975148000;622599190;120000000;119946000;18000000
119072;5;140000000;3976544000;1140732250;3976544000;1140732250;0;0;56023750
7229;6;30000000;5199371000;3120129782;1466700000;562787000;7000000;0;29328500
641677;5;300000000;75086458000;39912737130;18916054000;9561809119;776608000;481273891;287473500
119004;27;75000000;1111575000;611124935;1111575000;611124935;0;0;70296800
682900;16;60000000;1898061000;939509504;1871561000;939509504;26500000;0;56646526
119137;8;470000000;29462430000;9361416969;29462430000;9361416969;0;0;44824000
641571;11;33000000;98712647000;36255128982;62870634000;25915364574;30227700000;7155747775;19508500
418508;13;36000000;9517075000;4932123426;2402640000;946785344;0;0;33000000
597502;13;4000000;1468816000;711318644;525435000;238956000;24165000;15665000;4000000
672851;19;15000000;4405499000;1939111643;2071211000;883098801;676595000;44128050;8316865
402273;19;42000000;4938056000;2600145370;1310360000;675725546;10000000;10000000;40932673
411702;19;60000000;5169044000;2821587584;5169044000;2821587584;0;0;40516050
418522;11;6000000;2268381000;1436940894;780844000;452273395;32000000;32000000;5481800
635617;11;120000000;10497888000;4720839543;2502474000;825117684;157018000;0;61096241
682892;12;60000000;1939726000;901317615;1933376000;901317615;6350000;0;45613060
431102;29;210000000;73364554000;36784831531;36769599000;17864486494;8931793000;4219495700;116024154
650128;5;7000000;16235542000;8028971674;540008000;258767753;75000000;47750000;5000000
402273;27;42000000;4938056000;2600145370;1310360000;675725546;10000000;10000000;37803483
110098;27;10000000;450000000;61703300;450000000;61703300;0;0;9470000
681509;29;5450000;8750343000;2869738441;612931000;297010412;75000000;59000000;5303000
406381;12;48000000;14388787000;7831208095;9097740000;4439650999;0;0;47940400
406494;3;45000000;9816496000;5450292230;5461321000;2802257227;0;0;42289000
653701;28;15000000;23277185000;14308538247;325233000;137125600;36000000;33931000;13459000
428258;29;50000000;5703154000;3824663034;3122175000;2078736463;0;0;31556775
119036;7;6000000;552941000;108622966;552941000;108622966;0;0;4850000
428258;7;50000000;5703154000;3824663034;3122175000;2078736463;0;0;30080000
656560;11;24000000;2644398000;1213770350;972493000;275185799;0;0;12310000
661207;29;7000000;1839497000;982694625;661570000;306057500;65200000;65200000;7000000
685695;1;300000000;5,75404E+11;4,31287E+11;49235629000;27996861450;191300000;191300000;298501000
400944;5;60000000;8749455000;4696853575;5249427000;2901068378;99028000;67289000;30215940
683996;6;60000000;17621429000;9290892785;13267582000;6270483666;0;0;56682180
672953;20;5000000;89115000;41355500;89115000;41355500;0;0;3500000
553792;29;30000000;3550824000;2056627031;794243000;362957000;118727000;108538000;30000000
498591;29;60000000;2,88865E+11;76953014182;32822394000;17750874581;2,55793E+11;59202139601;59999367
428264;15;72000000;11727181000;5385209678;7276155000;3354662154;0;0;71641330
537880;18;42000000;1841932000;871491494;1841932000;871491494;0;0;32785600
115134;31;200000000;11462586000;650858599;11462586000;650858599;0;0;124264203
656485;12;30000000;3766326000;1973693057;1118279000;306909408;199226000;0;21249500
449488;5;39000000;85667342000;49826983987;23741418000;11247204149;53511175000;33448594418;21617992
7165;5;48000000;7242482000;4108090637;1592668000;580927608;7000000;0;27448506
650829;14;22000000;11329738000;7433103382;1078933000;559684500;0;0;20413875
683996;10;60000000;17621429000;9290892785;13267582000;6270483666;0;0;56083650
7186;4;18000000;8383238000;4567583772;1627948000;810480852;7000000;0;17967537
597494;7;19300000;3273605000;1582191703;1333880000;576285600;12000000;0;19300000
653108;7;30000000;3503481000;2084966847;1784125000;757601555;100000000;19242630;29995276
410574;7;120000000;12933145000;7153145110;6165714000;3691440715;284993000;0;112310000
682562;19;120000000;15958144000;9004325600;5716253000;2414187708;25000000;0;88204762
418510;10;100000;204683000;104686051;28350000;10508000;0;0;100000
110100;14;400000000;1,77628E+11;77100017649;1,77628E+11;77100017649;0;0;391138782
406420;17;51000000;16445313000;9119246783;12046631000;6161983280;0;0;50975360
418897;6;7500000;1640194000;1211527755;789404000;532367000;32000000;31850000;7500000
431158;12;30000000;9763596000;3179806205;7887574000;1968398203;120292000;17494250;29944000
402251;5;27000000;3506544000;2529231912;1122784000;813946631;10000000;9900000;24389000
119004;2;75000000;1111575000;611124935;1111575000;611124935;0;0;29946946
406494;1;45000000;9816496000;5450292230;5461321000;2802257227;0;0;44805000
238542;12;120000000;32786632000;15864984843;12286632000;4584907626;690000000;127441776;117522505
119234;14;21000000;22667441000;5379609394;11226131000;2327239394;11441310000;3052370000;11000000
408819;11;12000000;1640277000;561019700;1625277000;546019700;15000000;15000000;10344000
664565;18;60000000;7075597000;3951218144;4840879000;2517622000;291000000;284225050;32653000
418380;27;21900000;9470931000;6020433089;1729654000;643414800;99500000;50000000;15879700
536725;27;50000000;3472739000;2468414563;724043000;439507000;0;0;49860000
420032;11;4500000;1195784000;717507895;417440000;201406702;10000000;10000000;3904866
641499;11;120000000;24527803000;14943871387;12320657000;6757068900;125000000;124500000;108672000
406420;17;51000000;16445313000;9119246783;12046631000;6161983280;0;0;50999086
418459;26;1000000;807206000;474509818;202160000;151610000;0;0;1000000
685695;22;300000000;5,75404E+11;4,31287E+11;49235629000;27996861450;191300000;191300000;287500000
622372;21;150000000;16209129000;8260051862;7439281000;3977119627;1600000000;450167554;124437565
418896;21;18000000;1260214000;779607577;684778000;405352463;32000000;32000000;18000000
418400;29;30000000;2040082000;1185909364;846098000;511255037;32000000;31975000;28933382
641504;29;45000000;27392137000;15915851914;6399705000;2814168680;0;0;45000000
7144;11;24000000;6427590000;3341669626;1498746000;509444000;7000000;0;23638000
418431;15;24000000;5586592000;3356714638;1071662000;397553490;145350000;135325000;16246873
406488;15;30000000;7723547000;4609175555;4806422000;2444561767;0;0;29999219
418400;9;30000000;2040082000;1185909364;846098000;511255037;32000000;31975000;22116815
641499;9;120000000;24527803000;14943871387;12320657000;6757068900;125000000;124500000;117933700
119039;9;6700000;303550000;163875200;303550000;163875200;0;0;6700000
561204;2;36000000;4057077000;2191407767;3158450000;1395899416;0;0;28621648
682914;3;60000000;1870653000;989775156;1870653000;989775156;0;0;30692500
641482;3;3608400;10971103000;6172771563;3457160000;1763869032;0;0;3608400
119000;28;130000000;5331856000;885953050;5331856000;885953050;0;0;93312500
690409;35;120000000;6843574000;3642189661;3443963000;1745440501;25000000;24600000;62706113
418009;7;75000000;9905622000;4283235841;9905622000;4283235841;0;0;2705250
418355;27;10200000;1528162000;901058906;516700000;373976349;0;0;10041171
650113;27;19800000;4517989000;2265231423;900035000;450806862;19500000;19468000;18714160
238535;28;80000000;9706553000;4524991740;4325250000;1798188683;0;0;72932879
111805;32;20000000;4328742000;2508264536;594285000;266524000;61000000;59524000;15247000
7130;35;50000000;7314901000;4196828049;1773739000;557496561;7000000;5050000;32457817
418400;28;30000000;2040082000;1185909364;846098000;511255037;32000000;31975000;17605018
613455;40;60000000;13411319000;5979161279;8189028000;3450179135;1537105000;521700000;53458052
440505;24;1800000;163554000;75155508;43450000;22350000;0;0;1300000
440553;24;10000000;28933263000;17163943015;652663000;303479000;111450000;111148000;10000000
553104;24;15000000;3204406000;1939964233;723404000;380689000;153000000;151000000;7617000
408817;30;12000000;205710000;109130700;205710000;109130700;0;0;8244100
653700;25;48000000;13229759000;6360762199;4107610000;1443003664;0;0;41370121
650016;27;12000000;7770871000;2195396304;6058088000;1380352961;18722000;6992000;11923250
449488;6;39000000;85667342000;49826983987;23741418000;11247204149;53511175000;33448594418;31779977
411146;6;60000000;4284622000;2295563231;4284622000;2295563231;0;0;44974000
672952;29;18000000;5792448000;3330816176;1701068000;1077105507;77500000;0;16184020
633781;6;400000000;97446570000;40488725752;38631059000;18459822815;57030343000;21443575937;387361540
426421;13;60000000;3013791000;1583226166;1500935000;731307713;50000000;0;37091494
498592;17;120000000;4,10954E+11;1,12858E+11;35248906000;17261017976;3,75603E+11;95539868830;63236666
650126;18;6600000;2668997000;1512774895;723518000;454272491;32000000;31850000;4986900
428227;21;48000000;13551306000;7833437251;8098510000;3842206587;0;0;47576630
428264;6;72000000;11727181000;5385209678;7276155000;3354662154;0;0;36014000
7172;6;80000000;8970219000;4962434303;2590098000;1265863939;207000000;7000000;79999911
656507;14;9000000;3066877000;1544263141;927269000;196677284;0;0;6155100
574370;17;15000000;2105071000;1067596367;697278000;325588000;58800000;33000000;14004000
679499;24;90000000;28999042000;17273609839;15288122000;7979182335;0;0;67040000
567481;7;84800000;7522079000;4027816538;3474679000;1662761948;0;0;48439587
685695;11;300000000;5,75404E+11;4,31287E+11;49235629000;27996861450;191300000;191300000;296896920
431127;13;100000000;14423694000;3191369149;12849198000;2362248919;50785000;0;81446723
641635;2;600000000;1,82192E+11;1,12528E+11;47933482000;23800819424;0;0;599798500
418368;1;12000000;4566397000;2432798628;887729000;494437431;782000000;350380937;9815440
685695;2;300000000;5,75404E+11;4,31287E+11;49235629000;27996861450;191300000;191300000;299500000
119137;3;470000000;29462430000;9361416969;29462430000;9361416969;0;0;75211350
7186;3;18000000;8383238000;4567583772;1627948000;810480852;7000000;0;17974700
567495;4;120000000;14821595000;4962742550;8198395000;1939865198;1420000000;15328590;119630837
402282;11;30000000;4764913000;2858294276;1416282000;806373041;10000000;10000000;27847850
650128;5;7000000;16235542000;8028971674;540008000;258767753;75000000;47750000;7000000
656560;18;24000000;2644398000;1213770350;972493000;275185799;0;0;23921839
424239;19;18000000;5885015000;3653059353;975148000;622599190;120000000;119946000;18000000
110808;31;75000000;7378542000;5077040844;4487200000;2634507011;1433000000;1352860000;44015600
440552;31;60000000;9784893000;5272544768;1897510000;828287400;0;0;51733000
654872;1;300000000;36420431000;23545960499;12070614000;6389938032;0;0;220842604
526751;28;1000000;41700000;18000000;41700000;18000000;0;0;600000
418370;30;60000000;53769556000;36550089601;2533826000;1112181500;299480000;207494000;34028928
401946;2;20000000;30819119000;2354652634;927824000;453537844;27771349000;723693301;19630000
553111;29;1700000;2468909000;1210042030;488580000;206540000;22000000;22000000;1700000
536725;30;50000000;3472739000;2468414563;724043000;439507000;0;0;49980000
683996;7;60000000;17621429000;9290892785;13267582000;6270483666;0;0;52118280
440559;7;2000000;571233000;351392198;142150000;70071500;0;0;1034500
449488;9;39000000;85667342000;49826983987;23741418000;11247204149;53511175000;33448594418;32000420
567495;10;120000000;14821595000;4962742550;8198395000;1939865198;1420000000;15328590;119224305
641592;11;30000000;34491545000;19943071380;16101341000;9563426857;0;0;29383500
418459;28;1000000;807206000;474509818;202160000;151610000;0;0;1000000
426066;31;50000000;6482547000;3515904115;1626912000;647500500;250000000;209950000;28309000
527933;2;60000000;4060727000;2198384084;2322040000;1203672084;984043000;653728000;39678666
700235;13;300000000;29315928000;14250442568;12530293000;5745983622;2044950000;619720050;191980843
406432;17;30000000;10660867000;2793892361;2861957000;1075157110;5796300000;183401565;29570000
419202;18;60000000;1833685000;863932958;1833685000;863932958;0;0;59714083
597480;26;20000000;1454227000;819229461;490312000;211077000;19000000;19000000;11190000
402282;8;30000000;4764913000;2858294276;1416282000;806373041;10000000;10000000;29636900
237788;9;90000000;15079783000;8835880280;8091986000;4322898007;761120000;653108000;63680559
683996;10;60000000;17621429000;9290892785;13267582000;6270483666;0;0;56154188
553792;21;30000000;3550824000;2056627031;794243000;362957000;118727000;108538000;15000000
641571;22;33000000;98712647000;36255128982;62870634000;25915364574;30227700000;7155747775;28446000
689490;9;80000000;1885560000;845042536;1885560000;845042536;0;0;46676502
678359;10;24000000;5465228000;3248211791;1638601000;786248000;0;0;13986000
689490;19;80000000;1885560000;845042536;1885560000;845042536;0;0;61051937
637550;21;30000000;4830164000;2221775590;3153094000;1222599058;18722000;17220000;19168956
663211;12;24000000;4579316000;2581939917;1508746000;815881847;10000000;10000000;23864865
119129;33;100000000;25061371000;9580302150;25061371000;9580302150;0;0;85094300
7233;4;36000000;5334731000;3414744914;1478445000;578813159;7000000;7000000;27891000
670561;7;15000000;4815085000;1841574365;3638553000;1153393700;50785000;0;14954918
656511;7;25200000;2919158000;1411976545;970241000;217826905;0;0;17859033
410291;10;90000000;11506971000;5632371086;6164177000;2461778201;162477000;75185300;86430607
119137;14;470000000;29462430000;9361416969;29462430000;9361416969;0;0;94560000
99233;15;20000000;295828000;101421919;295828000;101421919;0;0;12504455
110808;16;75000000;7378542000;5077040844;4487200000;2634507011;1433000000;1352860000;66600850
622372;16;150000000;16209129000;8260051862;7439281000;3977119627;1600000000;450167554;149417311
