SATKER;TGL_DIFF;UP;PAGU;REALISASI;PAGU52;REAL52;PAGU53;REAL53;REALGUP
418368;23;12000000;4566397000;2432798628;887729000;494437431;782000000;350380937;7766450
410382;21;72000000;12029655000;5859224198;5472555000;1904656889;0;0;48589300
683589;2;60000000;18405787000;12085351116;13842184000;9130578565;0;0;59989500
650127;22;3000000;8195024000;4058584542;1086060000;541862106;1582500000;423828650;1502000
428211;23;90000000;21486700000;12153060753;9418729000;3837908188;50000000;44760000;85654530
662110;25;18000000;3453866000;1859898566;398886000;161868370;87100000;48911250;17999120
686250;14;440000000;47306926000;21653421897;34318902000;12682999448;0;0;16357000
650129;14;2000000;3594619000;1077806630;173290000;93030471;2807674000;710664972;1995000
650117;32;3600000;471454000;237910535;193250000;85076575;0;0;3598175
665307;1;240000000;44341528000;28453518761;13920948000;7922027979;0;0;163010000
632009;10;30000000;2278249000;1626543031;1619744000;852839263;100000000;99166000;30000000
402252;10;5000000;199500000;174450000;199500000;174450000;0;0;4950000
237814;10;210000000;17580691000;8179549461;12418998000;5034242708;0;0;147817360
418493;10;20000000;5708896000;2877676297;847208000;401486000;107000000;107000000;20000000
683593;11;57000000;15395191000;8407302354;11083905000;5438426266;0;0;53140780
428270;14;30000000;7333696000;4812068317;3924619000;2628025022;0;0;28925999
689490;19;80000000;1885560000;845042536;1885560000;845042536;0;0;40018205
99229;26;24000000;390180000;224209900;390180000;224209900;0;0;21717000
7233;26;36000000;5334731000;3414744914;1478445000;578813159;7000000;7000000;31591112
418462;26;25000000;1959247000;1190973680;525542000;262691000;55500000;55500000;21033000
111806;84;10000000;3595248000;17500000;3595248000;17500000;0;0;10000000
401944;6;30000000;29325014000;3238858460;1076688000;635524418;25475636000;880299093;17219667
672969;7;20000000;3967705000;2307741360;1405737000;869564696;87500000;84250000;19950810
402298;9;20000000;4189202000;3023130905;1147739000;822068336;407230000;402540000;12589061
406494;10;45000000;9816496000;5450292230;5461321000;2802257227;0;0;31400481
7229;10;30000000;5199371000;3120129782;1466700000;562787000;7000000;0;29975000
99232;16;18000000;331200000;190339340;331200000;190339340;0;0;13385600
413256;16;30000000;21427361000;11498068706;5358221000;3093219288;0;0;25751866
672953;25;5000000;89115000;41355500;89115000;41355500;0;0;2800000
418431;23;24000000;5586592000;3356714638;1071662000;397553490;145350000;135325000;23999467
650129;24;2000000;3594619000;1077806630;173290000;93030471;2807674000;710664972;1750000
674416;13;20000000;2693296000;1199811599;491388000;217077500;55500000;40495000;13996000
597541;10;45000000;4164040000;2316611666;1207608000;573189928;70000000;49913000;43926150
418310;11;54000000;1722484000;646236555;1708067000;637319755;14417000;8916800;28946296
579213;16;300000000;29702590000;18763496924;19129915000;11643533997;610125000;323800000;213008570
650130;2;15000000;2214614000;1334739644;765890000;467756000;361730000;321700000;15000000
641660;2;300000000;62658628000;36933116382;16322571000;7086995596;0;0;299885800
654886;2;300000000;75846139000;46610823617;19774735000;9836935243;0;0;236130000
7130;4;50000000;7314901000;4196828049;1773739000;557496561;7000000;5050000;50000000
641635;10;600000000;1,82192E+11;1,12528E+11;47933482000;23800819424;0;0;585598050
99226;13;30000000;617252000;345979920;617252000;345979920;0;0;28772000
99229;17;24000000;390180000;224209900;390180000;224209900;0;0;23226000
641478;8;20000000;18726457000;6439853615;10093786000;1049188000;0;0;13330000
700147;15;90000000;16892484000;8307655651;4689105000;2169911917;50000000;47200000;84478399
418522;16;6000000;2268381000;1436940894;780844000;452273395;32000000;32000000;4379650
597516;16;10200000;2915978000;1456235732;519950000;249050000;35500000;35477000;10200000
641504;17;45000000;27392137000;15915851914;6399705000;2814168680;0;0;45000000
418412;24;10000000;2851536000;1206562623;165750000;72001450;2519823000;1059290464;2580000
99228;28;40000000;641515000;278628221;641515000;278628221;0;0;33090000
650127;21;3000000;8195024000;4058584542;1086060000;541862106;1582500000;423828650;2170000
440506;31;2000000;167997000;89824718;42860000;20008029;0;0;1300000
406463;12;30000000;5324344000;3355996783;3386083000;2262483772;0;0;30000000
656511;29;25200000;2919158000;1411976545;970241000;217826905;0;0;13145159
431158;29;30000000;9763596000;3179806205;7887574000;1968398203;120292000;17494250;20157300
665307;29;240000000;44341528000;28453518761;13920948000;7922027979;0;0;235743500
666502;29;38400000;9148750000;4463121265;2577690000;855221000;0;0;31271500
406488;14;30000000;7723547000;4609175555;4806422000;2444561767;0;0;29999689
641660;14;300000000;62658628000;36933116382;16322571000;7086995596;0;0;175908000
527933;16;60000000;4060727000;2198384084;2322040000;1203672084;984043000;653728000;47788117
419202;21;60000000;1833685000;863932958;1833685000;863932958;0;0;55694050
352638;15;300000000;24745086000;19905662759;8199685000;3140554039;0;0;206253269
626115;8;30000000;2990095000;1785281428;809853000;377561833;100000000;71449320;29136260
237788;13;90000000;15079783000;8835880280;8091986000;4322898007;761120000;653108000;89989966
672851;14;15000000;4405499000;1939111643;2071211000;883098801;676595000;44128050;9990289
416094;21;60000000;17312666000;9015693210;5558251000;2807652240;242555000;15636000;58363156
98959;2;30000000;5818674000;3354053795;1715295000;751432948;111000000;77500000;28780000
418311;2;60000000;1728655000;1007213892;1728655000;1007213892;0;0;40284000
681507;3;12500000;3661326000;1311090672;838290000;467413500;2061730000;447410950;12327000
641681;2;400000000;74095791000;38697340127;18880388000;9304817820;746000000;323822290;392549143
424239;2;18000000;5885015000;3653059353;975148000;622599190;120000000;119946000;18000000
650132;2;15000000;12005750000;5761223396;533406000;233176000;66000000;54618000;14939000
418431;24;24000000;5586592000;3356714638;1071662000;397553490;145350000;135325000;23614116
656507;24;9000000;3066877000;1544263141;927269000;196677284;0;0;8983000
656549;4;24000000;3243423000;1839287387;926384000;263764312;0;0;15190150
418511;30;2900000;580042000;305031218;160850000;63468000;0;0;2900000
683589;1;60000000;18405787000;12085351116;13842184000;9130578565;0;0;59651280
525296;1;120000000;13133208000;4818345985;5213049000;1856899470;3027000000;87285026;78354020
650829;2;22000000;11329738000;7433103382;1078933000;559684500;0;0;20022275
420148;15;120000000;5188256000;1586719362;5063345000;1484749362;124911000;101970000;95000000
7233;15;36000000;5334731000;3414744914;1478445000;578813159;7000000;7000000;36000000
406463;17;30000000;5324344000;3355996783;3386083000;2262483772;0;0;30000000
418440;20;12270300;6143820000;3489692802;1006723000;582801300;47001000;46990000;12270300
428233;19;75000000;6499356000;4483703948;4202902000;2684939946;0;0;43432000
99233;19;20000000;295828000;101421919;295828000;101421919;0;0;11527000
401943;20;34800000;26641067000;3302253044;1051444000;512088721;23538000000;1099117347;33770941
650130;3;15000000;2214614000;1334739644;765890000;467756000;361730000;321700000;12000000
641681;3;400000000;74095791000;38697340127;18880388000;9304817820;746000000;323822290;322868799
682914;5;60000000;1870653000;989775156;1870653000;989775156;0;0;55181566
497733;28;42000000;12824015000;7119264355;7067434000;3564337420;170000000;86836500;30081663
98970;5;40000000;6857603000;4279822186;2040923000;1321102522;114000000;79238000;37739000
98991;6;30000000;5619549000;3153508449;1339370000;879118164;181500000;181325000;17882600
641571;3;33000000;98712647000;36255128982;62870634000;25915364574;30227700000;7155747775;22200000
641642;3;400000000;71436952000;43720890118;21787543000;11597314457;0;0;399852100
428242;3;60000000;9962056000;5645302898;6750333000;3420664983;0;0;59626500
7208;7;100000000;5031143000;3182672019;1704995000;879078148;7000000;0;50000000
411146;8;60000000;4284622000;2295563231;4284622000;2295563231;0;0;58435401
110100;10;400000000;1,77628E+11;77100017649;1,77628E+11;77100017649;0;0;398041764
406472;15;40200000;7426480000;3845573800;4560693000;2327830270;0;0;40200000
683589;6;60000000;18405787000;12085351116;13842184000;9130578565;0;0;54943410
641677;7;300000000;75086458000;39912737130;18916054000;9561809119;776608000;481273891;258567000
418359;21;51000000;6347250000;4014726419;3344812000;2231310784;0;0;32549360
99229;23;24000000;390180000;224209900;390180000;224209900;0;0;19059500
98970;23;40000000;6857603000;4279822186;2040923000;1321102522;114000000;79238000;34303526
403412;24;3000000;37450000;16275000;37450000;16275000;0;0;2987500
98938;28;90000000;27638082000;17767097336;4059302000;2414218627;280000000;279000000;66876441
406401;27;72000000;14625943000;7841315448;10753395000;5423057405;0;0;60494408
401949;28;30000000;9669468000;6111115931;998644000;580701515;6210297000;4277485129;27596202
99232;8;18000000;331200000;190339340;331200000;190339340;0;0;13685200
406369;8;60000000;7451461000;5458474402;2169547000;1276733718;100000000;100000000;50000000
567481;8;84800000;7522079000;4027816538;3474679000;1662761948;0;0;55035641
7165;9;48000000;7242482000;4108090637;1592668000;580927608;7000000;0;31036000
406494;7;45000000;9816496000;5450292230;5461321000;2802257227;0;0;43105400
641504;11;45000000;27392137000;15915851914;6399705000;2814168680;0;0;45000000
567481;7;84800000;7522079000;4027816538;3474679000;1662761948;0;0;44882246
650126;12;6600000;2668997000;1512774895;723518000;454272491;32000000;31850000;6381392
683589;8;60000000;18405787000;12085351116;13842184000;9130578565;0;0;59986500
237788;13;90000000;15079783000;8835880280;8091986000;4322898007;761120000;653108000;89951409
700147;13;90000000;16892484000;8307655651;4689105000;2169911917;50000000;47200000;49575341
641698;6;300000000;50077448000;31365998485;14574164000;8589422910;0;0;300000000
641642;7;400000000;71436952000;43720890118;21787543000;11597314457;0;0;393373550
7212;7;39000000;5254068000;2978295124;1704523000;547629347;7000000;0;37518410
567481;13;84800000;7522079000;4027816538;3474679000;1662761948;0;0;42694600
119039;7;6700000;303550000;163875200;303550000;163875200;0;0;6700000
527933;12;60000000;4060727000;2198384084;2322040000;1203672084;984043000;653728000;39667800
440502;13;20000000;2211862000;1278444042;841877000;467474891;32000000;32000000;17694035
418304;10;240000000;1,5944E+11;60790494477;51227421000;20107484296;1,04427E+11;38406842157;167380800
567481;10;84800000;7522079000;4027816538;3474679000;1662761948;0;0;42807977
440506;10;2000000;167997000;89824718;42860000;20008029;0;0;1700000
406375;13;150000000;24905476000;13835795726;17798052000;9491083070;0;0;114332355
402282;13;30000000;4764913000;2858294276;1416282000;806373041;10000000;10000000;22438656
119036;14;6000000;552941000;108622966;552941000;108622966;0;0;6000000
525296;16;120000000;13133208000;4818345985;5213049000;1856899470;3027000000;87285026;74760504
413293;21;180000000;44302886000;21749905012;23607300000;10390626997;2591141000;1194936200;166611462
402251;14;27000000;3506544000;2529231912;1122784000;813946631;10000000;9900000;26999849
406375;15;150000000;24905476000;13835795726;17798052000;9491083070;0;0;149964336
681507;23;12500000;3661326000;1311090672;838290000;467413500;2061730000;447410950;12490500
621911;37;300000000;22405578000;9045174335;11533183000;3336930714;1142659000;484250000;193502066
119770;2;300000000;22643393000;15901614712;13075863000;9164909409;109070000;109057500;262098400
417641;4;30600000;8636007000;4134156493;1864327000;890881041;207000000;0;22475460
352639;4;300000000;28236181000;22099330468;8318106000;4981545550;0;0;162488600
527975;5;20000000;1797436000;736885303;1149744000;596154303;445220000;45900000;11283150
406488;13;30000000;7723547000;4609175555;4806422000;2444561767;0;0;29997000
109118;13;99900000;22165765000;13581479516;13781814000;8651112338;50000000;31469911;99900000
641567;16;150000000;27609379000;14817227560;16664508000;8884461733;0;0;149907000
641499;9;120000000;24527803000;14943871387;12320657000;6757068900;125000000;124500000;87331000
664565;12;60000000;7075597000;3951218144;4840879000;2517622000;291000000;284225050;54521000
527975;19;20000000;1797436000;736885303;1149744000;596154303;445220000;45900000;16807000
665307;8;240000000;44341528000;28453518761;13920948000;7922027979;0;0;240000000
632009;9;30000000;2278249000;1626543031;1619744000;852839263;100000000;99166000;30000000
665882;13;300000000;66628003000;32732247764;14216309000;7574880898;10935404000;2345356100;187789000
527975;20;20000000;1797436000;736885303;1149744000;596154303;445220000;45900000;18831454
431127;16;100000000;14423694000;3191369149;12849198000;2362248919;50785000;0;57518722
650016;22;12000000;7770871000;2195396304;6058088000;1380352961;18722000;6992000;11990000
418508;14;36000000;9517075000;4932123426;2402640000;946785344;0;0;33000000
553792;20;30000000;3550824000;2056627031;794243000;362957000;118727000;108538000;30000000
403412;22;3000000;37450000;16275000;37450000;16275000;0;0;2987500
402242;26;60000000;12115493000;6271156153;1580832000;859220111;145000000;144500000;59970543
650132;26;15000000;12005750000;5761223396;533406000;233176000;66000000;54618000;12338000
119138;14;34200000;862800000;614150057;862800000;614150057;0;0;3430000
553125;17;30000000;4662277000;2564222928;925706000;428175939;109150000;109102000;21800000
99232;20;18000000;331200000;190339340;331200000;190339340;0;0;15710000
652208;29;30000000;6048572000;3424760728;3770025000;1743020212;0;0;29999160
401833;22;20000000;2886183000;1566745797;984940000;492703250;0;0;20000000
418458;23;20000000;27215866000;14240491132;944486000;395147433;82650000;35138850;19665561
408143;28;60000000;10797007000;6057234432;5580386000;2675268891;71888000;69947000;35246363
403410;29;2400000;92600000;53000000;92600000;53000000;0;0;2150000
597502;8;4000000;1468816000;711318644;525435000;238956000;24165000;15665000;4000000
597537;27;2000000;1783508000;1013792769;597462000;267419609;83490000;83468500;1999796
401833;28;20000000;2886183000;1566745797;984940000;492703250;0;0;20000000
662127;29;50000000;2734647000;1489362492;978242000;485752310;125000000;125000000;46095000
403847;29;180000000;2,08432E+11;1,05192E+11;1,0469E+11;46409393786;82236741000;46959734972;155208457
418375;30;6000000;1040950000;588257873;229940000;100610926;0;0;3060000
450573;15;120000000;35832779000;19538731065;9319739000;3960958430;0;0;69375230
661228;16;17000000;1886060000;1052719386;548580000;294020472;37000000;22500000;13695000
686250;6;440000000;47306926000;21653421897;34318902000;12682999448;0;0;79327200
119138;6;34200000;862800000;614150057;862800000;614150057;0;0;3430000
641600;28;23000000;3950827000;2269221297;1284695000;830407000;0;0;14500000
418368;15;12000000;4566397000;2432798628;887729000;494437431;782000000;350380937;9826500
498590;19;87000000;4,31477E+11;1,25524E+11;52330468000;20404296863;3,78947E+11;1,05082E+11;62176320
111714;19;300000000;43581925000;26547544567;13186783000;7056559554;0;0;297568000
424239;8;18000000;5885015000;3653059353;975148000;622599190;120000000;119946000;18000000
673521;26;48000000;5730457000;2998494493;2615244000;1667803496;0;0;46793787
418489;28;19900000;37428801000;20308266290;3747697000;1768104500;107500000;102972820;19900000
675102;28;1850000;1299555000;670298638;433418000;222945580;34000000;34000000;1850000
426041;28;36000000;6429792000;3602408153;1136584000;458550000;200000000;200000000;36000000
675094;29;5656800;1605171000;730379699;540841000;320786600;14500000;14500000;5656800
418487;30;17000000;2547756000;1478660618;766396000;389460000;32000000;31750000;13879000
683589;5;60000000;18405787000;12085351116;13842184000;9130578565;0;0;45939500
527933;6;60000000;4060727000;2198384084;2322040000;1203672084;984043000;653728000;48196850
654872;22;300000000;36420431000;23545960499;12070614000;6389938032;0;0;294241088
685695;4;300000000;5,75404E+11;4,31287E+11;49235629000;27996861450;191300000;191300000;298825000
667236;4;60000000;9016895000;5998999941;5720540000;3719459314;0;0;59957000
111071;29;500000;573877000;306349779;96600000;57230000;0;0;500000
449488;1;39000000;85667342000;49826983987;23741418000;11247204149;53511175000;33448594418;29068740
686250;2;440000000;47306926000;21653421897;34318902000;12682999448;0;0;102115158
403410;5;2400000;92600000;53000000;92600000;53000000;0;0;2400000
309360;30;53013000;7314619000;4615962794;1283358000;641304000;49000000;49000000;53013000
119130;44;100000000;4538120000;1211355040;4538120000;1211355040;0;0;51094000
418456;16;10000000;2257030000;1303109450;794587000;436132669;32000000;29453850;9420496
682914;4;60000000;1870653000;989775156;1870653000;989775156;0;0;32397700
7212;28;39000000;5254068000;2978295124;1704523000;547629347;7000000;0;34038673
420032;31;4500000;1195784000;717507895;417440000;201406702;10000000;10000000;4406626
417641;6;30600000;8636007000;4134156493;1864327000;890881041;207000000;0;20443907
237814;22;210000000;17580691000;8179549461;12418998000;5034242708;0;0;123512753
98959;13;30000000;5818674000;3354053795;1715295000;751432948;111000000;77500000;29938315
418523;27;18000000;10308977000;5092972338;1805790000;798298499;1750000000;497012300;10583389
418413;14;3000000;357356000;185620186;187250000;100861500;0;0;3000000
654886;6;300000000;75846139000;46610823617;19774735000;9836935243;0;0;279669000
7165;5;48000000;7242482000;4108090637;1592668000;580927608;7000000;0;40396253
437092;7;51000000;6866891000;3933248068;1839768000;891971515;349818000;323018000;49621000
553807;11;15000000;4359937000;2307176184;771904000;353050000;61310000;21310000;10000000
634530;5;30000000;1439194000;814437291;1191434000;691232291;0;0;15375000
681507;5;12500000;3661326000;1311090672;838290000;467413500;2061730000;447410950;8185000
403410;7;2400000;92600000;53000000;92600000;53000000;0;0;2390000
406420;7;51000000;16445313000;9119246783;12046631000;6161983280;0;0;50981579
665882;9;300000000;66628003000;32732247764;14216309000;7574880898;10935404000;2345356100;284590750
424951;15;20000000;4489183000;2497267889;793848000;384192608;99000000;99000000;20000000
685695;1;300000000;5,75404E+11;4,31287E+11;49235629000;27996861450;191300000;191300000;300000000
7123;8;30000000;7922868000;3912402734;1650412000;548595773;7000000;0;28445485
637550;21;30000000;4830164000;2221775590;3153094000;1222599058;18722000;17220000;29212260
7144;22;24000000;6427590000;3341669626;1498746000;509444000;7000000;0;22385000
411146;12;60000000;4284622000;2295563231;4284622000;2295563231;0;0;42284000
672970;15;4000000;57383000;32957900;57383000;32957900;0;0;3618900
406457;7;36000000;15243806000;9230095089;11168219000;6598239134;0;0;36000000
632009;9;30000000;2278249000;1626543031;1619744000;852839263;100000000;99166000;30000000
426066;12;50000000;6482547000;3515904115;1626912000;647500500;250000000;209950000;34387500
672969;4;20000000;3967705000;2307741360;1405737000;869564696;87500000;84250000;19299316
650130;5;15000000;2214614000;1334739644;765890000;467756000;361730000;321700000;15000000
650130;7;15000000;2214614000;1334739644;765890000;467756000;361730000;321700000;15000000
574366;11;20000000;5041207000;2796947126;1048172000;496480000;64200000;64200000;20000000
672953;27;5000000;89115000;41355500;89115000;41355500;0;0;4155500
428270;9;30000000;7333696000;4812068317;3924619000;2628025022;0;0;28883822
7229;14;30000000;5199371000;3120129782;1466700000;562787000;7000000;0;28291000
536726;15;50000000;4597383000;3059732881;1328442000;624931400;0;0;47861500
653701;16;15000000;23277185000;14308538247;325233000;137125600;36000000;33931000;11146600
561541;7;90000000;10661579000;5486002291;3159928000;1336018942;351462000;0;53791755
665882;8;300000000;66628003000;32732247764;14216309000;7574880898;10935404000;2345356100;192927750
111714;11;300000000;43581925000;26547544567;13186783000;7056559554;0;0;250893000
683593;7;57000000;15395191000;8407302354;11083905000;5438426266;0;0;49663216
654886;23;300000000;75846139000;46610823617;19774735000;9836935243;0;0;275822000
675094;19;5656800;1605171000;730379699;540841000;320786600;14500000;14500000;5656800
661211;21;5000000;2384931000;1198072012;506470000;237416412;78400000;78400000;5000000
472112;22;102000000;56806523000;23121221161;3580541000;1628558184;53125979000;21490953977;102000000
440552;16;60000000;9784893000;5272544768;1897510000;828287400;0;0;51353500
424951;20;20000000;4489183000;2497267889;793848000;384192608;99000000;99000000;20000000
669055;19;30000000;7560088000;3359492366;6018061000;2698288647;76177000;0;21898037
418374;22;39000000;9163495000;6418899210;1613048000;968666000;375000000;363115000;39000000
418403;8;6000000;525905000;274990264;163730000;59158907;0;0;3990500
656485;13;30000000;3766326000;1973693057;1118279000;306909408;199226000;0;21833770
110060;21;100000000;1081524000;516484047;1081524000;516484047;0;0;85016488
7130;22;50000000;7314901000;4196828049;1773739000;557496561;7000000;5050000;32965337
652212;27;39000000;4140444000;2740718688;2002774000;1288641455;0;0;38852555
418494;28;7000000;3257159000;900934069;190410000;60022700;2469089000;539716800;6972700
418429;48;10000000;573534000;220304052;184810000;68280000;0;0;6000000
654872;5;300000000;36420431000;23545960499;12070614000;6389938032;0;0;294822000
418353;26;60000000;8173880000;4439068061;3875849000;1863592678;334500000;330554000;47203776
440503;26;65000000;7861293000;3642066886;1784590000;722391484;1420000000;402524628;33720136
110060;28;100000000;1081524000;516484047;1081524000;516484047;0;0;84936259
667236;23;60000000;9016895000;5998999941;5720540000;3719459314;0;0;59959100
119132;19;102000000;10388165000;5017836635;10388165000;5017836635;0;0;63030000
401943;22;34800000;26641067000;3302253044;1051444000;512088721;23538000000;1099117347;30273319
536726;12;50000000;4597383000;3059732881;1328442000;624931400;0;0;42803500
667215;13;36000000;5638916000;3734514454;3291859000;1989897346;0;0;32270060
418412;18;10000000;2851536000;1206562623;165750000;72001450;2519823000;1059290464;4031000
406488;19;30000000;7723547000;4609175555;4806422000;2444561767;0;0;29998374
425369;26;210000000;25085746000;17163909588;14975121000;10131211128;1828000000;1424096500;190607949
527975;26;20000000;1797436000;736885303;1149744000;596154303;445220000;45900000;19837050
432841;26;300000000;30567108000;17977715283;15740163000;8415046474;3601445000;2666965759;254374602
597516;29;10200000;2915978000;1456235732;519950000;249050000;35500000;35477000;10200000
685695;3;300000000;5,75404E+11;4,31287E+11;49235629000;27996861450;191300000;191300000;217500000
641567;4;150000000;27609379000;14817227560;16664508000;8884461733;0;0;123350000
641621;4;30000000;8310117000;4047279998;4351292000;1794090513;0;0;28946650
449488;1;39000000;85667342000;49826983987;23741418000;11247204149;53511175000;33448594418;38908872
99228;10;40000000;641515000;278628221;641515000;278628221;0;0;33888000
352639;12;300000000;28236181000;22099330468;8318106000;4981545550;0;0;150208850
661228;24;17000000;1886060000;1052719386;548580000;294020472;37000000;22500000;15670000
7119;26;120000000;22362961000;12396144754;3188591000;1350151457;207000000;0;92243560
413293;3;180000000;44302886000;21749905012;23607300000;10390626997;2591141000;1194936200;26864000
648209;34;120000000;19016950000;3542052899;16384297000;2176737293;1100000000;300510000;100829300
119139;54;25200000;1372740000;906306330;1372740000;906306330;0;0;13467350
403412;4;3000000;37450000;16275000;37450000;16275000;0;0;2537500
553792;5;30000000;3550824000;2056627031;794243000;362957000;118727000;108538000;30000000
656549;5;24000000;3243423000;1839287387;926384000;263764312;0;0;12090315
650016;29;12000000;7770871000;2195396304;6058088000;1380352961;18722000;6992000;11918250
418354;29;90000000;1,10036E+11;44802176637;19316036000;7182449325;14674248000;528794660;52422630
427159;30;120000000;51828406000;14310560796;45632448000;10812293312;1597000000;1230226600;105172119
683589;1;60000000;18405787000;12085351116;13842184000;9130578565;0;0;59969000
352639;2;300000000;28236181000;22099330468;8318106000;4981545550;0;0;193786850
7123;5;30000000;7922868000;3912402734;1650412000;548595773;7000000;0;29520509
418400;12;30000000;2040082000;1185909364;846098000;511255037;32000000;31975000;26234646
410574;14;120000000;12933145000;7153145110;6165714000;3691440715;284993000;0;118783125
663534;13;120000000;10976406000;6001231329;5646070000;2455799403;0;0;74023517
426035;13;11865000;7507473000;4887711138;1266274000;679694384;160000000;150000000;5932500
401909;13;39600000;5094169000;2831225365;1384192000;692152973;10000000;10000000;32220900
119232;20;160000000;29756810000;16087178185;29756810000;16087178185;0;0;131332300
410574;6;120000000;12933145000;7153145110;6165714000;3691440715;284993000;0;119941332
415383;13;60000000;5127259000;2511611568;2166580000;900166511;46000000;0;40310530
613455;21;60000000;13411319000;5979161279;8189028000;3450179135;1537105000;521700000;42318004
110068;6;300000000;15009131000;2671691500;15009131000;2671691500;0;0;221500000
111904;6;15000000;3075014000;1661570870;905372000;267180826;0;0;8262500
119138;6;34200000;862800000;614150057;862800000;614150057;0;0;6900000
665307;5;240000000;44341528000;28453518761;13920948000;7922027979;0;0;148219405
119137;32;470000000;29462430000;9361416969;29462430000;9361416969;0;0;257680000
408818;46;120000000;23086115000;11652576075;6079102000;2769935601;4746383000;625875100;105051093
652212;3;39000000;4140444000;2740718688;2002774000;1288641455;0;0;29680000
634530;7;30000000;1439194000;814437291;1191434000;691232291;0;0;16976600
661228;13;17000000;1886060000;1052719386;548580000;294020472;37000000;22500000;17000000
7229;12;30000000;5199371000;3120129782;1466700000;562787000;7000000;0;27810000
402267;13;35000000;4167870000;2428809727;1215072000;754557943;10000000;9900000;27213806
553807;13;15000000;4359937000;2307176184;771904000;353050000;61310000;21310000;15000000
418471;15;15000000;2978342000;1644570212;543060000;254332000;55000000;30000000;15000000
650833;19;15000000;43290167000;18353284549;39570024000;15505775422;0;0;13007050
597558;20;15000000;1733771000;969557773;465470000;243758000;27200000;15000000;14908000
682562;20;120000000;15958144000;9004325600;5716253000;2414187708;25000000;0;63589842
408816;25;9000000;315000000;219814500;315000000;219814500;0;0;8331000
424239;25;18000000;5885015000;3653059353;975148000;622599190;120000000;119946000;18000000
309360;31;53013000;7314619000;4615962794;1283358000;641304000;49000000;49000000;31879000
656553;33;25000000;2843250000;1336574706;837895000;171754099;0;0;12793229
665307;1;240000000;44341528000;28453518761;13920948000;7922027979;0;0;155715000
7229;2;30000000;5199371000;3120129782;1466700000;562787000;7000000;0;29510000
553104;23;15000000;3204406000;1939964233;723404000;380689000;153000000;151000000;7897000
641567;12;150000000;27609379000;14817227560;16664508000;8884461733;0;0;136934025
681507;6;12500000;3661326000;1311090672;838290000;467413500;2061730000;447410950;7160000
641677;14;300000000;75086458000;39912737130;18916054000;9561809119;776608000;481273891;292523661
237814;14;210000000;17580691000;8179549461;12418998000;5034242708;0;0;160736544
111904;16;15000000;3075014000;1661570870;905372000;267180826;0;0;10023250
656560;19;24000000;2644398000;1213770350;972493000;275185799;0;0;14622131
652212;20;39000000;4140444000;2740718688;2002774000;1288641455;0;0;38715800
119138;20;34200000;862800000;614150057;862800000;614150057;0;0;13080000
418456;2;10000000;2257030000;1303109450;794587000;436132669;32000000;29453850;9534501
418375;31;6000000;1040950000;588257873;229940000;100610926;0;0;3632556
506126;3;60000000;1234115000;649161160;1234115000;649161160;0;0;31311950
632009;6;30000000;2278249000;1626543031;1619744000;852839263;100000000;99166000;30000000
99228;6;40000000;641515000;278628221;641515000;278628221;0;0;35575000
7296;7;60000000;10151885000;5553843121;2243977000;851705445;207000000;7000000;53856000
631118;32;48000000;2,53912E+11;1,15842E+11;1,77043E+11;57001491568;76868726000;58840801899;25664393
7296;7;60000000;10151885000;5553843121;2243977000;851705445;207000000;7000000;60000000
656532;19;45000000;3407932000;1767616222;1064748000;202404535;0;0;33282984
440559;23;2000000;571233000;351392198;142150000;70071500;0;0;2000000
673521;7;48000000;5730457000;2998494493;2615244000;1667803496;0;0;47520000
99231;27;20000000;354429000;170834797;354429000;170834797;0;0;18870000
440505;25;1800000;163554000;75155508;43450000;22350000;0;0;1440000
641567;28;150000000;27609379000;14817227560;16664508000;8884461733;0;0;150000000
574370;32;15000000;2105071000;1067596367;697278000;325588000;58800000;33000000;13880000
7151;10;60000000;9878070000;6352540303;2424734000;1765731509;7000000;7000000;59938500
428270;10;30000000;7333696000;4812068317;3924619000;2628025022;0;0;28845000
424951;17;20000000;4489183000;2497267889;793848000;384192608;99000000;99000000;20000000
7190;17;75000000;6117288000;3501845841;1951575000;914856300;7000000;0;74830000
406457;9;36000000;15243806000;9230095089;11168219000;6598239134;0;0;36000000
560834;13;120000000;9609672000;4795902244;4263783000;1805930873;103388000;14990000;118014950
428227;7;48000000;13551306000;7833437251;8098510000;3842206587;0;0;37240000
672851;8;15000000;4405499000;1939111643;2071211000;883098801;676595000;44128050;11589100
418304;13;240000000;1,5944E+11;60790494477;51227421000;20107484296;1,04427E+11;38406842157;133531516
408818;20;120000000;23086115000;11652576075;6079102000;2769935601;4746383000;625875100;119958460
498097;20;120000000;3,25157E+11;97720895102;9048000000;1435597850;3,16109E+11;96285297252;98191600
418459;25;1000000;807206000;474509818;202160000;151610000;0;0;1000000
418402;26;42000000;27127625000;15569245202;1003432000;451185472;83900000;78790000;23903322
650833;28;15000000;43290167000;18353284549;39570024000;15505775422;0;0;9985000
401836;13;10000000;3568715000;2123253337;1046563000;567050000;0;0;5000000
682892;18;60000000;1939726000;901317615;1933376000;901317615;6350000;0;45488131
575930;18;18000000;6353467000;3519107203;1166166000;561088938;326220000;318720000;18000000
411146;19;60000000;4284622000;2295563231;4284622000;2295563231;0;0;54052363
537894;15;54000000;1743078000;947173527;1743078000;947173527;0;0;37915329
7186;1;18000000;8383238000;4567583772;1627948000;810480852;7000000;0;17828000
